手机名,价格,店铺位置,店铺名,销量
亏本冲量】HUAWEI 华为畅享10 plus 官方正品旗舰新手机畅想9plus,879.0,广东深圳,诚亨通讯,113
Samsung/三星 Galaxy S10+ SM-G9750 s10+plus三星s10e美港版手机,1990.0,广东深圳,五湖四海国际数码,83
华为nova5z【现货直降779】HUAWEI nova 5z官方手机华为nova5ipro,927.99,广东深圳,绝对诚信qq464547963,158
OPPO R15梦镜版oppor17全网通八核智能水滴屏r11s指纹拍照4G手机,578.0,广东深圳,tb217574956,338
分期郑州Apple/苹果 iPhone11 Pro Max双卡双待6.5寸全新国行手机,7269.0,河南郑州,小轩轩2008002,21
现货Huawei/华为 p40 pro麒麟9905G手机P40Pro+plus霜银陶瓷黑白,5068.0,江苏南京,奇异恩典0722,44
直降-华为p30手机HUAWEI HUAWEI P30 PRO 官方正品Mate30西安同城,3144.2,陕西西安,tb571399732,15
【5G】8848钛金手机 M6风尚版 5G旗舰新品加密轻奢商务全网通手机双卡双待8G+256G内存 雅黑色,9999.0,北京,8848手机官方旗舰店,48
华为P40 5G新品Huawei/华为 p40 pro+5G麒麟990官方手机p40pro 30,4058.0,广东深圳,cong052301,26
新品华为honor/荣耀 荣耀20青春版手机官方 荣耀20S 荣耀20青春版,1048.0,广东深圳,品牌机批发店,27
【正常发货】HONOR荣耀9X PRO系列新品智能4g全网通麒麟810手机官方正品旗舰店官网正品v20ipros直降,1949.0,广东深圳,深蓝港数码旗舰店,5
当天发Huawei/华为 畅享 10e 珍珠屏5000毫安大电池4G手机10E降价,960.0,上海,划地球,10
vivo Y3全面水滴屏双卡双待强续航三摄游戏智能手机 y93 y97 z3i,650.0,广东深圳,雨泽手机城,65
Huawei/华为 Mate 20 pro/20X5G版/P20/全面屏幕指纹全网通5G手机,1498.0,广东揭阳,秋生chelsen,51
分期 Apple/苹果 iPhone 8 Plus苹果iPhone8国行正品手机iphone,1620.0,广东深圳,尜柒xxxx,269
新品联想拯救者电竞手机Pro旗舰5G电竞游戏机90W快充 骁龙865Plus,3399.0,河南郑州,白开水的点燃方式,57
【现货速发】OnePlus 一加 IN2010手机官方旗舰1加8pro官网1+8pro,3578.0,河南郑州,鲁信数码科技公司,4
新品Xiaomi/小米 小米10青春版5G手机官方10pro全网通5g官方正品,2088.0,河南郑州,鲁信数码科技公司,5
新款12g运行512g全网通5g网络全面屏智能手机送小米华为oppo耳机,979.11,广东深圳,米世界数码,96
12期分期现货Apple苹果iPhone11ProMax智能4G手机6.5英寸64G256G电信移动联通全网通双卡待正品国行全新原封,7458.0,江苏无锡,子因数码专营店,4
小辣椒8x pro全面水滴屏学生价128g千百元游戏老年人智能4G全网通拍照安卓旗舰手机适用oppo小米华为vivo耳机,618.0,广东东莞,小辣椒旗舰店,109
骁龙855水滴屏全网通新5G网络智能手机安卓学生游戏大屏512g内存,378.0,广东深圳,进击的巨人93856938,889
【直降731元】honor/荣耀 荣耀9X PRO手机 荣耀20s 华为荣耀9xpro,858.0,广东深圳,wezebaba,28
LG G7 ThinQ 高通 845游戏旗舰手机 hifi全面2k屏  全网通,643.0,广东深圳,9586数码,256
分期免息Apple/苹果iPhone XS Max正品苹果X手机国行XR双卡全网通,2950.0,广东深圳,正港陆数码,147
分期0首付】Huawei/华为nova5z手机6se官方旗舰店5i正品nova7sepro畅享Z千元机5z荣耀9X直降价X10非5g官网,1269.0,广东深圳,和来达数码专营店,30
OnePlus/一加 一加手机6 一加6t 一加5 5t 一加7 Pro 一加8,1045.0,广东深圳,yuanshan_2013,274
[支持防水]Samsung/三星 Galaxy S10+ SM-G9750港版S10手机S9 S20,2000.0,上海,arianai,106
华为nova7新品Huawei/华为 nova 7 5G版官方正品nova7SE手机6,1908.0,上海,友铭数码通讯,5
【低至1299元抢】HUAWEI/华为畅享10 Plus大电池升降摄像头智能手机 华为官方旗舰正品苏宁直发,1599.0,江苏南京,苏宁易购官方旗舰店,618
【12期免息 套餐一赠音箱】OPPO FindX2骁龙865双模5G拍照手机120Hz超感屏65W超级闪充官方旗舰正品x2prok7,4499.0,江苏南京,苏宁易购官方旗舰店,555
【闪降230元+送游戏风扇】Xiaomi/小米 红米Note8手机 官方旗舰店9se官网Redmi Note8青春note9米6pro手机10X,899.0,山东济南,三际数码官方旗舰店,430
送榨汁杯 vivo iQOO U1 手机 iqoou1 vivoiqoo vivou1 vivo手机 vivo官方旗舰店 iqooz1x z3 z1 neo3 u3手机,1398.0,山东济南,三际数码官方旗舰店,124
【顺丰发货 晒单送无线充】Apple/苹果iPhone 11 Pro全网通智能手机4G国行苹果11pro天翼电信官网XS国行MAX,6669.0,江苏南京,翼天下天翼电信旗舰店,2
【现货速发】Xiaomi/小米 小米10 Pro官方全网通手机旗舰9pro5G,3558.0,河南郑州,cong052301,9
可减220【送充电宝/音箱】华为HONOR 荣耀X10 Max 5G版手机正品10xmax官方旗舰店30s大屏x10pro全网通note10,1899.0,广东深圳,博盛景数码专营店,20
华为honor/荣耀 荣耀 Play4 Pro 5G官方新旗舰t手机p40正品V30pro,1558.0,上海,友铭数码通讯,49
k30直降 Xiaomi/小米 Redmi K30 红米k30pro官方K30i尊享版5G手机,1138.0,广东深圳,一朵花的记忆,58
Apple/苹果 iPhone 7 Plus 国行正品4G 全网美版苹果7plus 7p手机,660.0,广东深圳,猴年任我行,370
天津倒爷Apple/苹果 iPhone 11港日美版有无锁手机promax三星S20,3709.99,天津,zhuxiaoming1113,153
当天发货/咨询减钱【送果汁机/手环】华为HONOR荣耀9X PRO新品手机官网正品官方旗舰店荣耀20 9xpro/5g,1349.0,广东深圳,博盛景数码专营店,52
2019新款Apple/苹果 iPhone 11 Pro全网通未激活 国行全新手机,6600.0,浙江杭州,朗朗电玩,45
超长续航 华为honor/荣耀 荣耀畅玩9A 正品官方全新拍照老人手机8,757.99,广东深圳,有话好说liu,35
正品P40全网通5G便宜学生价10+256G智能网络新手机送小米oppo耳机,483.12,广东深圳,jjj猴子,338
红米10X现货Xiaomi/小米 Redmi 10X Pro旗舰9x手机5G官方note8pro,964.03,上海,友铭数码通讯,153
可减30元24期分期送无线充 Huawei/华为 P30 Pro手机官方旗舰正品直降华为p30pro新款非5g全网通mate30,3198.0,广东深圳,机御旗舰店,81
新品Xiaomi/小米 小米10官方全网通Pro骁龙865手机旗舰9pro 5G,2428.0,上海,鸿威通讯,54
LG V40 高通845美版电信4G全网通韩版移动4G联通4G手机128G现货,699.0,广东深圳,锋星优品,212
Huawei/华为 p40pro/5G手机徕卡四摄p40 pro新款直降正品40pro,5499.0,湖北黄石,tb304687216,8
Xiaomi/小米 小米9 pro5g版手机cc9pro官方旗舰mix4阿尔法10全新,1648.0,广东深圳,美忆电子商务,44
Apple/苹果 iPhone 11 苹果11双卡国行美版全网通手机正品现货,3898.0,广东深圳,领域数码通讯,114
分期Apple/苹.果 i.Phone5S苹.果5se手机SE三网通4G移动联通电信5,740.0,广东深圳,xwzz1993,354
【现货速发】华为HUAWEI HUAWEI Mate 30 Pro保时捷5g手机麒麟990,3758.0,河南郑州,cong052301,57
黑鲨 黑鲨游戏手机 2 Pro骁龙855plus王者吃鸡1/2代/helo电竞845,1198.0,广东揭阳,深圳市正发商贸有限公司,66
分期免息Apple/苹果 iPhone 8 Plus 国行 正品 苹果 iphone8p手机,1386.0,广东深圳,蓝牙手表专场,210
Apple/苹果 iPhone X 苹果x 8 Plus手机 iphone8Plus正品分期免息,2400.0,广东深圳,商城正品女装韩版店铺,176
畅享20pro新品Huawei/华为 畅享20 Pro 5G官方旗舰手机10plus 9,1458.0,上海,鸿威通讯,24
华为旗下荣耀Play4T手机新品6+128GB大内存大电池AI摄影官方旗舰30老人机X手机荣耀play3 8xmax,1098.0,北京,晋商数码专营店,18
魅族17新品【现货当天发+3期免息】Meizu/魅族17旗舰魅族16spro魅族17pro手机16thplus 16T魅族17航母限定版,3348.0,广东深圳,连盛数码专营店,62
减300/送豪礼分期免息!华为荣耀20青春版 8+128G 4800万超级夜景 屏幕指纹拍照游戏快充手机30s pro 9x,1069.0,广东深圳,创宇嘉汇数码专营店,51
Huawei/华为nova5Pro手机麒麟980智能4G全网通5i学生4800万AI四摄,1868.0,广东深圳,tb185124407,105
华为honor/荣耀 荣耀 Play4T Pro手机官方旗舰全新正品play4tpro3,948.0,广东深圳,深圳市唐讯科技,86
荣耀20直降华为honor/荣耀 荣耀20pro官方旗舰手机 v20i新荣耀V30,1848.0,广东深圳,品牌机批发店,18
现货Xiaomi/小米 Redmi K20 Pro官方旗舰新手机红米k20pro尊享版3,1488.0,广东深圳,品牌机批发店,51
【新品减371】Huawei/华为 畅享20 Pro 5G手机官网旗舰畅想5g手机,1748.0,河南郑州,鲁信数码科技公司,66
12期免息可减400元/Apple/苹果iPhone 11 Pro MAX全网通官方官网xr旗舰国行8P正品新款苹果11手机降价xsmax,8158.0,广东深圳,机御旗舰店,3
立减70Huawei/华为 畅享20 Plus 5G 新手机官方旗舰店正品畅想pro,2299.0,广东深圳,龙通店,51
HUAWEI Huawei Mate 30 Pro 5G麒麟990双4000万徕卡电影四摄手机,4937.0,湖北黄石,tb304687216,7
华为p30pro直降官方HUAWEI HUAWEI P30 PRO曲面屏正品手机直降价,3078.0,河南郑州,鲁信数码科技公司,36
新品Lenovo/联想拯救者pro骁龙865plus旗舰90W快充电竞游戏5G手机,3499.0,广东珠海,张少宇0806,49
现货Apple/苹果 iPhone 11 Pro 苹果11国行港版美版 新款双卡手机,5788.0,广东深圳,jj.shen,67
极速发正品原封坚果 Pro 3  锤子坚果pro3手机 骁龙855plus全网通,2999.0,广东深圳,诚信实拍数码,86
Apple/苹果 iPhone 11 Pro Max全新苹果11promax手机国行货未激活,7280.0,四川成都,志辉爱吃玉米,81
LG G7 ThinQ 韩版移动联通4G 骁龙845 美版电信4G root游戏手机,623.0,广东深圳,癫狂前线,152
Meitu/美图 T9 美颜自拍手机 美图手机T8 T8S 4G全网通 双卡双待,869.0,广东深圳,天乐时尚数码,183
1小时达 享百元好礼  Apple苹果 iPhone 11 ProMAX全网通官xsmax网旗舰店国行11promax新正品8P苹果11手机se,7489.0,广东深圳,千机网旗舰店,38
Huawei/华为 mate8 移动双4G版全网通4G智能手机双卡双待指纹解锁,628.0,广东深圳,维辰科技,33
vivo iQOO Z1x手机5g全网通iqooz1 iq00 z1 vivoiqooz1x vivo X27,1798.0,广东东莞,长歌小轩,21
【正品国行】三星Galaxy S20 SM-G9810 5G手机 S20+ S20uitra,5029.0,河南郑州,yes3401,54
Apple/苹果 iPhone 11苹果11 iphone11pro max国行手机全网通双卡,3280.0,广东深圳,玮柠数码,36
AGM(手机) H1三防智能手机军工4G全网通音乐防水超长待机双卡双待电信战狼IP68户外防摔老人机,1599.0,广东深圳,agm手机旗舰店,33
ROOT+XP框架/微信5开Lenovo/联想 Z5S全网通4G手机Z5Z6青春,1549.0,北京,京卫购物商城,2
【6+128G低至1499】 红米K30i 5G新品手机4800万四摄拍照学生老年人全面屏xiaomi小米官方旗舰店正品redmi,1499.0,江苏南京,苏宁易购官方旗舰店,968
【限时优惠2700，到手价4299】Samsung/三星Galaxy S10+ 国行骁龙旗舰4G手机三星官方旗舰三星s10+手机,4499.0,江苏南京,苏宁易购官方旗舰店,113
现货送无线充/24期分期Apple苹果iPhone 11 Pro MAX全网通官xsmax网旗舰店国行11promax新正品se苹果11手机12,8458.0,山东济南,三际数码官方旗舰店,181
当天发 12期免息减230Huawei/华为麦芒9 5G手机8官方旗舰店正品全网通9新款nova7畅享20pro mate40荣耀p30pro,2199.0,山东济南,三际数码官方旗舰店,37
【当天发/送无线充】Apple/苹果 iPhone 11 Pro手机新款iphone11 pro max国行正品iPhone 13 xr/xs max,6688.0,广东深圳,博盛景数码专营店,4
特价honor/荣耀 荣耀 Play4T Pro 官方旗舰 全网通手机 play4tpro,823.0,上海,鸿威通讯,76
红魔5S nubia/努比亚 红魔5S旗舰骁龙865 红魔5g 游戏手机 红魔3S,3358.0,上海,友铭数码通讯,50
华为mate30pro直降1000HUAWEI HUAWEI Mate 30 Pro麒麟990手机5G,4398.0,山东济南,t_1497275927126_0366,40
顺丰现货当天发 小米MI 小米MIX 2S手机陶瓷机身全面屏游戏拍照手机mix3大屏手机小米k30旗舰店官网正品mix4,2048.0,广东深圳,连盛数码专营店,20
纽曼P400全新正品6.53英寸安卓水滴屏指纹八核6+128G智能手机4G全网通老年老人游戏学生价手机送华为小米耳机,368.0,广东深圳,贝之心数码专营店,1834
【送299元原装耳机+智能手环】vivo iQOO Z1正品5G全网通144Hz游戏手机vivoiqoo3 iq00z1爱酷艾酷官方旗舰店,2198.0,浙江杭州,iqoo航鹰专卖店,49
Gionee/金立 F12Pro 新款6.5英寸水滴屏全网通4G游戏学生智能手机,645.0,广东深圳,我是小妖婆,14
Samsung/三星 Galaxy S20 Ultra SM-G9880 S20+  港行国行5G 手机,5688.0,广东深圳,快乐家族_tb3,56
Xiaomi/小米6X全面屏人脸识别5x 红米note5学生智能手机6小米5 4x,298.0,广东深圳,乾运通讯,158
当天发3期免息咨询领优惠 Huawei/华为nova5iPro手机nova 5i pro官方旗舰直降p30全网通9x非5g荣耀mate20 6,1568.0,广东深圳,机御旗舰店,28
【至高省1000】vivo iQOO Pro 5G高通骁龙855Plus处理器游戏手机iqoopro vivoiqoo 限量版iqoo,3298.0,广东东莞,iqoo官方旗舰店,149
直降758元+当天发 Xiaomi/小米 Redmi K30i红米5G手机官尊享10pro,1138.0,广东深圳,梅州铭鑫通讯,23
官方正品Xiaomi/小米 Redmi Note 8 旗舰新品9红米note8pro手机7a,667.99,广东深圳,安佳邦,55
Apple/苹果 iPhone 11 手机全新原封未激活 假一罚三 苏州现货,3200.0,江苏苏州,aceplayer,44
honor/荣耀 荣耀30 Pro/荣耀30 Pro+旗舰手机华为官方正品荣耀30p,2158.0,河南郑州,鲁信数码科技公司,38
花呗分期Apple/苹.果6s 国行正品苹.果6 手机6splus全新三网通4G,790.0,广东深圳,酷尔数码,603
【新品上市】Huawei/华为畅享20 Plus 5G超级快充智能手机华为手机华为官方旗舰店畅享20plus5g,2299.0,北京,联通华盛手机官方旗舰店,1
小米手机红米K30i5g手机K30pro小米10至尊纪念版K30至尊纪念版款K20pro小米k30至尊版小米官方旗舰店,1459.0,北京,信息港数码专营店,15
现货速发realme 真我V5 5G全网通手机realmev5手机x50pro 真我v5,1096.9,广东深圳,黄灿铎,92
honor/荣耀 荣耀X10 5G手机 华为荣耀x10MAX 9x 30s 荣耀10xmax,1678.0,河南郑州,鲁信数码科技公司,120
BlackBerry/黑莓priv滑盖安卓曲面屏键盘4G商务个性智能情怀手机,650.0,广东深圳,鸿锋贸易,211
黑鲨3s 官方小米腾讯黑鲨 黑鲨游戏手机3S黑鲨4电竞5G黑鲨3代3pro,3999.0,河南郑州,白开水的点燃方式,45
DOOV/朵唯D19 品牌智能手机128G水滴屏全网通八核正品4G安卓全面大屏老年人便宜学生移动联通电信双卡双待,498.0,广东深圳,移联翼数码专营店,523
2020款欧加超大屏幕全面屏5G全网通双卡双待12G运行512G内存手机,978.04,广东深圳,好运来2602,203
三星Note20Ultra Samsung/三星 Galaxy Note20 Ultra 5G SM-N9860,5699.0,北京,为人民服务668,31
vivo X20全面屏手机vivoX21屏幕解锁全网通vivox20Plus正品X9 x21,658.0,广东深圳,tb015165057,206
新款5G全网通骁龙865全面屏双卡手机12G运行 华为 OPPO配件通用款,979.02,广东深圳,好运来2602,191
上海中兴守护宝L6老年机翻盖手机大屏大字大声移动联通老人手机超长待机男女款全语音老年手机学生手机老人机,168.0,广东深圳,蒙帝鸿运数码专营店,755
新款超大屏5G全网通双卡全面屏12G运行内存超长待机智能千元手机,968.24,广东深圳,好运来2602,169
vivo X20全网通美颜拍照X9学生智能手机指纹解锁vivo X7老人手机6,338.0,广东深圳,依思佳人,254
Huawei/华为 nova 2s全面屏全网通手机6英寸时尚双面玻璃支持NFC,699.0,广东深圳,a673644928,92
黑鲨 黑鲨游戏手机3S5G旗舰官方网小米黑鲨4代限量版黑鲨三3pro,3788.0,上海,友铭数码通讯,19
DOOV/朵唯P12 Pro全网通4G学生价智能手机128G大内存便宜百元安卓千元游戏d6老年人d9送oppo小米vivo华为耳机,599.0,广东深圳,朵唯添喜专卖店,188
腾讯黑鲨游戏手机3S 5G官方旗舰正品黑鲨3s黑鲨3Pro电竞手机,2998.7,广东深圳,中宽通讯行,43
正品路虎军工三防智能手机老人超长待机大屏大字防摔全网通4G指纹,468.0,广东深圳,tb066993514,261
苹果11proApple/苹果 iPhone 11pro Max 国行原封未激活分期免息,4319.0,广东深圳,为人民服务666,26
Meizu/魅族 16s 魅族16s Pro 全网通4G指纹面部解锁智能16s,1950.0,广东深圳,tb8505578,33
当天发货红米9A智能游戏手机红米9a老人学生手机xiaomi小米官方旗舰店官网正品redmi9a红米K30至尊纪念版,639.0,北京,信息港数码专营店,222
256G智能手机P30水滴屏5G便宜游戏学生价百元赠小米vivo华为耳机,128.0,广东深圳,laomo45678,508
vivo y67指纹解锁4G网智能美颜触屏全新老年学生音乐便宜手机,288.0,广东深圳,tb0623613471,257
三星ZFlip5GSamsung/三星 Galaxy Z Flip 5G SM-F7070折叠手机2代,8689.0,广东深圳,为人民服务666,20
12期分期现货Apple苹果iPhoneXR移动联通电信全网通6.1英寸64G128G256G智能4G手机双卡双待正品国行全新原封,3668.0,江苏无锡,子因数码专营店,30
Meizu/魅族 魅族16s Pro官方旗舰魅族16spro全面屏骁龙855plus16s,2350.0,广东深圳,tb8505578,31
小米10青春版5G手机小米官方旗舰店正品,1999.0,北京,小米官方旗舰店,10000
Xiaomi/小米 小米9手机9plus正品Pro10透明855处理器30e官方旗舰,1088.0,上海,842218189lzb,150
【3期免息】Xiaomi/小米 红米K30手机 4G手机官方旗舰店9A官网正品K30pro至尊版10青春版新品5g直降note8pro,1399.0,安徽合肥,京合旗舰店,12
【直降100】OPPO A8 oppoa8手机opop新品a11 a5 a91 r15x a72x k7 k5 oppo官网旗舰店官方正品0ppo手机0pp0a8,999.0,广东深圳,智宏新创数码专营店,336
